blendRateL,0,blendRateR,0
0,Left,0,1.86,0,Right,0,0,0
1,Left,0,3.36,0,Right,0,0,0
1,Left,0,4.92,0,Right,0,0,0
1,Left,0,6.63,0,Right,0,0,0
1,Left,0,7.59,0,Right,0,0,0
1,Left,0,8.25,0,Right,0,0,0
1,Left,0,8.67,0,Right,0,0,0
1,Left,0,8.97,0,Right,0,0,0
1,Left,0,9.12,0,Right,0,0,0
1,Left,0,9.12,0,Right,0,0,0
1,Left,0,9.15,0,Right,0,0,0
1,Left,0,9.15,0,Right,0,0,0
1,Left,0,9.15,0,Right,0,0,0
1,Left,0,9.15,0,Right,0,0,0
1,Left,0,9.15,0,Right,0,0,0
1,Left,0,9.15,0,Right,0,0,0
1,Left,0,9.15,0,Right,0,0,0
1,Left,0,9.18,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.24,0,Right,0,0,0
1,Left,0,9.24,0,Right,0,0,0
1,Left,0,9.24,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.27,0,Right,0,0,0
1,Left,0,9.24,0,Right,0,0,0
1,Left,0,9.24,0,Right,0,0,0
1,Left,0,9.24,0,Right,0,0,0
1,Left,0,9.24,0,Right,0,0,0
1,Left,0,9.24,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.21,0,Right,0,0,0
1,Left,0,9.18,0,Right,0,0,0
1,Left,0,9.18,0,Right,0,0,0
1,Left,0,9.18,0,Right,0,0,0
1,Left,0,9.15,0,Right,0,0,0
1,Left,0,9.12,0,Right,0,0,0
1,Left,0,9.09,0,Right,0,0,0
1,Left,0,9.03,0,Right,0,0,0
1,Left,0,8.97,0,Right,0,0,0
1,Left,0,8.91,0,Right,0,0,0
1,Left,0,8.52,0,Right,0,0,0
1,Left,0,3.35,0,Right,0,0,0
1,Left,0,0.17,0,Right,0,0,0
1,Left,0,-0.22,0,Right,0,0,0
1,Left,0,-2.2,0,Right,0,0,0
1,Left,0,-2.71,0,Right,0,0,0
1,Left,0,-3.64,0,Right,0,0,0
1,Left,0,-3.94,0,Right,0,0,0
1,Left,0,-4.43,0,Right,0,0,0
1,Left,0,-4.55,0,Right,0,0,0
1,Left,0,-4.8,0,Right,0,0,0
1,Left,0,-4.86,0,Right,0,0,0
1,Left,0,-4.9,0,Right,0,0,0
1,Left,0,-4.93,0,Right,0,0,0
1,Left,0,-4.96,0,Right,0,0,0
1,Left,0,-4.96,0,Right,0,0,0
1,Left,0,-4.96,0,Right,0,0,0
1,Left,0,-4.99,0,Right,0,0,0
1,Left,0,-4.99,0,Right,0,0,0
1,Left,0,-4.99,0,Right,0,0,0
1,Left,0,-4.99,0,Right,0,0,0
1,Left,0,-4.99,0,Right,0,0,0
1,Left,0,-4.99,0,Right,0,0,0
1,Left,0,-4.99,0,Right,0,0,0
1,Left,0,-5.02,0,Right,0,0,0
1,Left,0,-5.14,0,Right,0,0,0
1,Left,0,-5.2,0,Right,0,0,0
