blendRateL,0,blendRateR,0
1,Left,-0.1722585,0.5013421,0.2015569,Right,0.09521899,0.4955404,0.1988567
2,Left,-0.1669548,0.803719,0.2111307,Right,0.1030206,0.7583227,0.2167303
3,Left,-0.183425,0.6233243,0.1912026,Right,0.1130644,0.6374398,0.1895943
4,Left,-0.2000858,0.8551613,0.203686,Right,0.1025655,0.8277423,0.2041013
5,Left,-0.1852071,0.95044,0.2007564,Right,0.09008053,0.9419761,0.1903946
blendRateL,0,blendRateR,0
1,Left,-0.16163,0.5164006,0.1836353,Right,0.09136012,0.5193472,0.1756875
2,Left,-0.1915768,0.8548156,0.2074468,Right,0.1068673,0.8454527,0.2045484
3,Left,-0.2020016,0.9585789,0.2128282,Right,0.1051548,0.9547348,0.2046814
4,Left,-0.1929931,1.027948,0.2000585,Right,0.09927818,1.022034,0.1832032
5,Left,-0.1876579,1.014108,0.2260306,Right,0.09073797,0.9952022,0.2261046
blendRateL,0.25,blendRateR,0
1,Left,-0.1521321,0.5222003,0.2143899,Right,0.2230473,0.513839,0.2077102
2,Left,-0.1632322,0.7559212,0.2197717,Right,0.2588476,0.695269,0.2263954
3,Left,-0.1987684,0.8886349,0.2133234,Right,0.2227894,0.8480402,0.2322201
4,Left,-0.1881802,0.8843269,0.2292186,Right,0.2245374,0.8513813,0.2452427
5,Left,-0.2090951,0.9732566,0.2316048,Right,0.21194,0.9817783,0.2512779
blendRateL,0.5,blendRateR,0
1,Left,-0.1677141,0.4984205,0.1826072,Right,0.2165489,0.4924452,0.1889997
2,Left,-0.2159022,0.687523,0.1965285,Right,0.2242225,0.6789868,0.2130157
3,Left,-0.188885,1.000935,0.2277269,Right,0.2297849,1.017692,0.2260982
4,Left,-0.181985,0.9738224,0.2164302,Right,0.2301828,0.9608928,0.2180561
5,Left,-0.1800111,0.9846798,0.2256188,Right,0.2271142,0.9577512,0.2290709
blendRateL,0.75,blendRateR,0
1,Left,-0.207347,0.5412847,0.1597022,Right,0.2233946,0.5223396,0.1733162
2,Left,-0.2315032,0.9103038,0.2124722,Right,0.215418,0.8720706,0.2243384
3,Left,-0.2375865,0.9072951,0.190964,Right,0.2385647,0.8322136,0.2156875
4,Left,-0.1999804,0.9414024,0.1978765,Right,0.2456603,0.8938906,0.2198613
5,Left,-0.2322053,0.670555,0.1730579,Right,0.2697801,0.580045,0.190016
blendRateL,1,blendRateR,0
1,Left,-0.2084623,0.4990339,0.1842294,Right,0.2229748,0.4820356,0.2055783
2,Left,-0.1963252,0.976622,0.1732985,Right,0.19115,0.9629211,0.20141
3,Left,-0.2114654,0.9543955,0.1654844,Right,0.2330969,0.9117401,0.1919682
4,Left,-0.2134053,0.9411752,0.1801271,Right,0.2348397,0.9266008,0.2059568
5,Left,-0.2179158,0.9435326,0.1739709,Right,0.2224733,0.9213871,0.2214797
blendRateL,0,blendRateR,0.25
1,Left,-0.2059195,0.502028,0.1823176,Right,0.2155844,0.5067384,0.2090325
2,Left,-0.2146715,0.9286097,0.2007463,Right,0.2212029,0.9151773,0.2238792
3,Left,-0.2063311,0.926795,0.195454,Right,0.2297567,0.9400439,0.2079489
4,Left,-0.1993107,0.8759984,0.209474,Right,0.2294341,0.8527212,0.2167507
5,Left,-0.2352534,0.8747244,0.18886,Right,0.232732,0.8654077,0.2316826
blendRateL,0,blendRateR,0.5
1,Left,-0.1914886,0.5346477,0.1631268,Right,0.2181353,0.5140784,0.1992991
2,Left,-0.2144179,0.9212304,0.2120841,Right,0.2119571,0.8948559,0.2418324
3,Left,-0.2318388,0.9184556,0.2051361,Right,0.2413967,0.8577517,0.2260796
4,Left,-0.2212733,0.9500924,0.1727965,Right,0.2161583,0.9633229,0.2056866
5,Left,-0.2014133,0.8961376,0.2137953,Right,0.2371268,0.8805816,0.2336736
blendRateL,0,blendRateR,0.75
1,Left,-0.1996788,0.526,0.1859845,Right,0.2112028,0.5019686,0.2138245
2,Left,-0.2176479,0.7743397,0.2189066,Right,0.2291364,0.7396604,0.2468985
3,Left,-0.2338984,0.9832448,0.2164778,Right,0.2278503,0.964431,0.2337961
4,Left,-0.2265846,0.9305761,0.2158634,Right,0.2310807,0.8836902,0.2375081
5,Left,-0.2154225,0.9162848,0.2158471,Right,0.2145531,0.8862494,0.2386186
blendRateL,0,blendRateR,1
1,Left,-0.2058247,0.5393074,0.1905091,Right,0.226105,0.5058053,0.2041763
2,Left,-0.2318715,0.8840458,0.224745,Right,0.226303,0.815405,0.2480073
3,Left,-0.2335427,0.9368175,0.2076881,Right,0.2198361,0.9000621,0.2276134
4,Left,-0.2278837,0.8058167,0.225529,Right,0.2274148,0.7389075,0.2592764
5,Left,-0.2405776,0.8836759,0.2230053,Right,0.2259903,0.8139397,0.2643748
