matunuma
blendRateL,0,blendRateR,0
1,Left,-0.2702429,0.8730433,0.3567458,Right,0.2633528,0.934015,0.3661021
2,Left,-0.2644024,1.081243,0.3463034,Right,0.2467419,1.034069,0.3508733
3,Left,-0.2566902,0.6797612,0.3213167,Right,0.2530055,0.6969615,0.3349394
4,Left,-0.2226632,1.18583,0.333558,Right,0.2600608,1.113234,0.3362519
5,Left,-0.2467058,0.7619753,0.3634006,Right,0.2713676,0.7156887,0.3650969
6,Left,-0.2168128,0.9192933,0.3431394,Right,0.2318722,0.8398989,0.3408075
7,Left,-0.2166028,0.5641109,0.2704129,Right,0.2611455,0.5401349,0.2805238
8,Left,-0.2235804,0.5629778,0.2097246,Right,0.2386928,0.5458779,0.2531063
9,Left,-0.2258423,0.558569,0.2120162,Right,0.2340129,0.5470959,0.2567013
10,Left,-0.1133596,0.5418084,0.2467437,Right,0.08609618,0.5076911,0.287654
11,Left,-0.1095121,0.5368026,0.2442046,Right,0.07677068,0.5145364,0.2835849
12,Left,-0.2207568,0.6966145,0.2511652,Right,0.1953497,0.6572337,0.3177386
13,Left,-0.2323135,0.8371509,0.2625056,Right,0.2199854,0.8125048,0.3110965
14,Left,-0.2170484,0.808143,0.2521551,Right,0.2149618,0.757087,0.2913573
15,Left,-0.2372253,0.7850835,0.253631,Right,0.2189046,0.7785096,0.29205
16,Left,-0.2191055,0.8560425,0.2347518,Right,0.2079062,0.8422767,0.2650663
17,Left,-0.2139442,0.7028083,0.1922326,Right,0.2181242,0.6902232,0.2216768
18,Left,-0.2013477,0.6882907,0.1425604,Right,0.215666,0.6804967,0.1797015
19,Left,-0.206489,0.6872479,0.1400283,Right,0.2168834,0.671502,0.180958
20,Left,-0.2136914,0.6944818,0.1314271,Right,0.2170057,0.6668999,0.1820743
blendRateL,0,blendRateR,0
1,Left,-0.278005,0.7743186,0.3131869,Right,0.2333529,0.8037872,0.3811113
2,Left,-0.3000846,1.098271,0.2967022,Right,0.2517394,1.052207,0.3484297
3,Left,-0.2924657,0.7277169,0.3309816,Right,0.2209572,0.7579298,0.3823995
4,Left,-0.275348,1.070755,0.3261146,Right,0.2177,1.071511,0.3523273
