
oobahiroya
blendRateL,0,blendRateR,0
1,Left,-0.1942782,0.1360499,0.3087899,Right,0.1783933,0.1161523,0.3186779
2,Left,-0.2294962,0.3227041,0.3381305,Right,0.2055196,0.3347771,0.3479224
3,Left,-0.2552495,0.3003169,0.3567123,Right,0.200091,0.3214095,0.3750879
4,Left,-0.2421601,0.4696144,0.3946248,Right,0.2052212,0.4791753,0.4034382
5,Left,-0.2299756,0.5288337,0.4171914,Right,0.1857888,0.5441718,0.4195421
blendRateL,0.25,blendRateR,0
1,Left,-0.2644419,0.1332989,0.2918407,Right,0.1810185,0.1052642,0.3057427
2,Left,-0.2690046,0.4461532,0.3366494,Right,0.2043286,0.4534329,0.3550914
3,Left,-0.2791093,0.4691182,0.3648559,Right,0.1757552,0.4960486,0.3978108
4,Left,-0.2689822,0.522821,0.3875434,Right,0.1843831,0.5441919,0.4060086
5,Left,-0.2902395,0.4854128,0.3888265,Right,0.1852665,0.4984123,0.4080968
blendRateL,0.5,blendRateR,0
1,Left,-0.2452205,0.1442365,0.3150088,Right,0.1783315,0.1049296,0.3226652
2,Left,-0.2794924,0.4503437,0.3679018,Right,0.1891299,0.4415798,0.3953014
3,Left,-0.250753,0.2937842,0.3522965,Right,0.1825007,0.3153866,0.376791
4,Left,-0.2860832,0.4161996,0.378056,Right,0.204599,0.4267843,0.3922092
5,Left,-0.2884341,0.5713034,0.366627,Right,0.2104393,0.5745048,0.3808064
blendRateL,0.75,blendRateR,0
1,Left,-0.2253876,-0.4185774,0.3737888,Right,0.2447786,-0.4893348,0.3663675
2,Left,-0.2609928,-0.1324325,0.4246004,Right,0.2876519,-0.1213824,0.428451
3,Left,-0.2351393,-0.004066348,0.444953,Right,0.2649326,-0.03716862,0.461737
4,Left,-0.2535832,0.06164587,0.4362091,Right,0.2863785,0.01844645,0.4528017
5,Left,-0.2365167,-0.004234433,0.4570672,Right,0.282196,-0.02391791,0.4665475
blendRateL,1,blendRateR,0
1,Left,-0.2043982,-0.5079628,0.3890083,Right,0.2406955,-0.5457628,0.3753761
2,Left,-0.2246696,-0.02431095,0.4493565,Right,0.2523554,-0.03375411,0.4631306
3,Left,-0.2320355,0.0130471,0.4378916,Right,0.2965405,-0.01531684,0.4330694
4,Left,-0.246832,-0.06525433,0.448914,Right,0.3087508,-0.06987894,0.4462401
5,Left,-0.2605713,-0.06174183,0.4657073,Right,0.3088282,-0.04649115,0.4509711
