blendRateL,0,blendRateR,0
1,Left,-0.1760931,-0.02773499,0.3190544,Right,0.203129,0.003694773,0.3253095
2,Left,-0.1761457,-0.02780294,0.3189917,Right,0.2030494,0.003786802,0.3251694
3,Left,-0.1760685,-0.02806044,0.3192162,Right,0.2030556,0.003721237,0.3252327
4,Left,-0.1758379,-0.02848935,0.3193258,Right,0.2032171,0.003503084,0.325253
5,Left,-0.1758729,-0.02850318,0.3192878,Right,0.2031991,0.003811598,0.3253292
6,Left,-0.1757849,-0.02849126,0.3193567,Right,0.2031796,0.003856421,0.3252186
7,Left,-0.1757739,-0.02880669,0.3195155,Right,0.2030997,0.003802299,0.3252878
8,Left,-0.1756703,-0.02886391,0.319449,Right,0.2032034,0.003848791,0.325173
9,Left,-0.1755975,-0.02903128,0.3195426,Right,0.203207,0.003884554,0.3252711
10,Left,-0.1756074,-0.02887702,0.3195357,Right,0.2031187,0.004086018,0.3252665
