yamada
blendRateL,0,blendRateR,0
1,Left,-0.230083,0.5974534,0.2390451,Right,0.2146845,0.6029664,0.2436579
2,Left,-0.1832499,0.8691154,0.276748,Right,0.2191182,0.8319794,0.2901627
3,Left,-0.1853711,0.840341,0.3019256,Right,0.1997039,0.832495,0.3117842
4,Left,-0.2352189,0.6970687,0.2837358,Right,0.229462,0.6907533,0.2830654
5,Left,-0.2002738,1.014552,0.318505,Right,0.2119074,1.0049,0.3160954
6,Left,-0.2114146,0.7826338,0.299864,Right,0.2209265,0.7843639,0.3022758
7,Left,-0.2344214,0.9085981,0.3006384,Right,0.2427088,0.9057196,0.304416
8,Left,-0.2656706,0.8444149,0.2831468,Right,0.2415394,0.7988371,0.2929126
9,Left,-0.2535598,1.026303,0.2798137,Right,0.2405288,1.016685,0.2801537
10,Left,-0.2523836,0.8463446,0.2675761,Right,0.2473796,0.8433875,0.2801427
11,Left,-0.2283815,0.8765097,0.271533,Right,0.2299167,0.8887459,0.2807858
12,Left,-0.2286747,0.9975119,0.2597709,Right,0.2531316,0.969615,0.2681391
13,Left,-0.2348181,0.7427282,0.2734342,Right,0.2324958,0.7458047,0.2748606
14,Left,-0.2265327,1.016467,0.271854,Right,0.2441107,1.01003,0.2586409
15,Left,-0.2223746,0.8698405,0.3096243,Right,0.2094265,0.8536966,0.3045432
16,Left,-0.224371,0.9899422,0.2846984,Right,0.2376598,0.9507581,0.279839
17,Left,-0.2028949,0.8622395,0.3240765,Right,0.2036676,0.8694777,0.3134807
18,Left,-0.2293347,0.7379525,0.2833325,Right,0.2351758,0.7429043,0.2817438
19,Left,-0.1897207,0.9942173,0.323912,Right,0.1961298,0.9730967,0.2978909
20,Left,-0.239098,0.6709657,0.2749108,Right,0.2264088,0.6793813,0.2832336
blendRateL,0,blendRateR,0
1,Left,-0.2818367,0.6364266,0.2397984,Right,0.2564787,0.6826278,0.2528884
2,Left,-0.2210939,0.9139009,0.298747,Right,0.2490311,0.9355775,0.2865958
3,Left,-0.224346,0.7846644,0.3140679,Right,0.2278979,0.8249686,0.3232627
4,Left,-0.2190319,0.8298302,0.3052385,Right,0.2362057,0.851567,0.3011015
5,Left,-0.1780698,0.9341646,0.3372524,Right,0.2051801,0.9478219,0.3291836
6,Left,-0.2118745,0.8077999,0.3167374,Right,0.2340228,0.829819,0.311132
7,Left,-0.19044,0.8188854,0.3335149,Right,0.1917636,0.8258612,0.3283603
8,Left,-0.1828767,0.8822631,0.3252818,Right,0.2049031,0.892502,0.3294724
9,Left,-0.1970694,0.8657525,0.3309286,Right,0.1802017,0.9048303,0.3341472
10,Left,-0.2175574,0.8319629,0.2924073,Right,0.2174928,0.8494561,0.2961528
11,Left,-0.1968209,0.8343463,0.3299587,Right,0.1751621,0.842061,0.3384182
12,Left,-0.1895932,0.8088325,0.3073393,Right,0.2240943,0.8196815,0.2992771
13,Left,-0.1727791,0.8863405,0.3437994,Right,0.192895,0.9034736,0.3348542
14,Left,-0.2450196,0.8139453,0.3132116,Right,0.2486376,0.8202028,0.3180041
15,Left,-0.2223976,0.967546,0.3370637,Right,0.2323519,0.9964063,0.3127357
16,Left,-0.2346213,0.7462708,0.2897938,Right,0.2314315,0.7772938,0.2938146
17,Left,-0.1982403,0.970237,0.3172296,Right,0.2107798,0.967464,0.3087122
18,Left,-0.2062017,0.7399474,0.287416,Right,0.2057162,0.7442172,0.2963665
19,Left,-0.2039723,0.9834007,0.3129332,Right,0.2296281,1.009832,0.2960278
20,Left,-0.2020361,0.8182375,0.3019803,Right,0.2117929,0.8281897,0.3103781
blendRateL,1,blendRateR,0
1,Left,-0.2559094,0.5827127,0.2345188,Right,0.2400007,0.602336,0.2271482
2,Left,-0.2203246,0.8869978,0.2925087,Right,0.25392,0.8527321,0.2786437
3,Left,-0.1971713,1.00602,0.2982637,Right,0.2329146,1.006646,0.292739
