blendRateL,0,blendRateR,0
1,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
2,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
3,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
4,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
5,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
6,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
7,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
8,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
9,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
10,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
blendRateL,0,blendRateR,0
1,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
2,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
3,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
4,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
5,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
6,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
7,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
8,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
9,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
10,Left,-2.269825,2.522637,-1.200755,Right,-1.221161,0,-1.231378
