blendRateL,0,blendRateR,0
1,Left,-0.1225552,0.6016737,0.4266823,Right,0.1677577,0.5861993,0.4333279
2,Left,-0.1576766,0.9279402,0.4464831,Right,0.1984943,0.9341843,0.4569647
3,Left,-0.1716833,0.8634785,0.4688827,Right,0.1980574,0.8992801,0.4877212
4,Left,-0.185613,0.9323808,0.5087266,Right,0.190638,0.9346476,0.5291523
5,Left,-0.1868525,1.045195,0.5256349,Right,0.1954078,1.058649,0.5361717
blendRateL,0.25,blendRateR,0
1,Left,-0.1303526,0.5895387,0.3710076,Right,0.1576466,0.5490496,0.3759891
2,Left,-0.1653716,0.920416,0.4615839,Right,0.1730643,0.9070264,0.4810427
3,Left,-0.1695333,0.7348922,0.4662383,Right,0.2002677,0.7240815,0.4881741
4,Left,-0.155112,0.6592072,0.4591984,Right,0.1829683,0.668962,0.475062
5,Left,-0.1692002,0.7444094,0.486388,Right,0.1629548,0.7472259,0.5172669
blendRateL,0.5,blendRateR,0
1,Left,-0.1363861,0.6307349,0.4065606,Right,0.1790025,0.5916408,0.4146556
2,Left,-0.1330682,0.8899755,0.4660034,Right,0.1945557,0.8702744,0.4713248
3,Left,-0.1191698,0.7252284,0.4569995,Right,0.191249,0.6743246,0.4692494
4,Left,-0.1423931,0.8828084,0.4915237,Right,0.175886,0.8914782,0.5084685
5,Left,-0.1377256,0.8744406,0.5067574,Right,0.1802379,0.9094157,0.5218347
blendRateL,0.75,blendRateR,0
1,Left,-0.1428747,0.6242076,0.4289567,Right,0.1780159,0.5732429,0.438436
2,Left,-0.1586856,0.7755899,0.4448084,Right,0.1917121,0.7608666,0.4777638
3,Left,-0.1644342,0.8340505,0.4923397,Right,0.1960137,0.852533,0.5222631
4,Left,-0.1642248,0.8007377,0.5021199,Right,0.2180941,0.8144612,0.5298329
5,Left,-0.194974,0.7843803,0.5070996,Right,0.2270404,0.7584651,0.5316385
blendRateL,1,blendRateR,0
1,Left,-0.1498625,0.6126308,0.4115189,Right,0.1814859,0.5648437,0.4137425
2,Left,-0.1956859,0.9485813,0.442826,Right,0.2023969,0.9039598,0.4836906
3,Left,-0.1622066,0.821941,0.4826203,Right,0.1944113,0.7879685,0.5148375
4,Left,-0.2277263,0.9506553,0.4817963,Right,0.2448055,0.951654,0.5123168
5,Left,-0.2335365,0.7871104,0.4726806,Right,0.2512937,0.7708362,0.5155814
blendRateL,0,blendRateR,0.25
1,Left,-0.11908,0.624474,0.4022383,Right,0.2118842,0.5826455,0.3854435
2,Left,-0.1578504,0.8498262,0.4073494,Right,0.2212281,0.8475319,0.4141302
3,Left,-0.1393127,0.7283521,0.4021025,Right,0.2027802,0.7141016,0.4162874
4,Left,-0.1886035,0.8431863,0.445033,Right,0.2177644,0.8250351,0.4568282
5,Left,-0.1765115,0.8035903,0.4275057,Right,0.2033271,0.8088479,0.4615614
blendRateL,0,blendRateR,0.5
1,Left,-0.1208565,0.6273608,0.404153,Right,0.2140004,0.5772344,0.3957995
2,Left,-0.1561788,0.9117793,0.43026,Right,0.2448129,0.8833236,0.4317459
3,Left,-0.1682586,1.025908,0.4491619,Right,0.2375468,1.002717,0.4618062
4,Left,-0.1830449,0.8800242,0.4850979,Right,0.243405,0.8839018,0.4857991
5,Left,-0.1898632,0.718858,0.4594828,Right,0.2287698,0.6887851,0.4614266
blendRateL,0,blendRateR,0.75
1,Left,-0.1388803,0.6099582,0.442084,Right,0.2086062,0.5637085,0.423923
2,Left,-0.1896991,0.9302007,0.4259082,Right,0.2129567,0.8920475,0.4375616
3,Left,-0.1711853,0.9730612,0.4523864,Right,0.2072948,0.945737,0.4694225
4,Left,-0.1415117,1.046399,0.4656738,Right,0.1797887,1.005272,0.4729642
5,Left,-0.1583494,1.037425,0.4639862,Right,0.2063511,0.9933538,0.4587168
blendRateL,0,blendRateR,1
1,Left,-0.1516205,0.6214375,0.429389,Right,0.1888887,0.5611635,0.4143725
2,Left,-0.1541974,1.03697,0.4483387,Right,0.1798094,0.9882772,0.4508057
3,Left,-0.1722386,0.9926556,0.5001787,Right,0.1738252,0.9543846,0.5025566
4,Left,-0.2001435,0.9437634,0.524526,Right,0.2077223,0.8985971,0.5100776
5,Left,-0.2059169,0.8439204,0.5193754,Right,0.2279557,0.8331767,0.512255
