tamura kouya
blendRateL,0,blendRateR,0
1,Left,-0.1844511,1.068709,0.1793056,Right,0.1806265,1.061851,0.1806416
2,Left,-0.1912539,0.6099002,0.1302194,Right,0.1808085,0.6210043,0.1465844
3,Left,-0.1942826,0.9670116,0.2138636,Right,0.2210572,0.9446597,0.1960063
4,Left,-0.2020957,0.6362869,0.1689492,Right,0.1969778,0.6459738,0.1676293
5,Left,-0.1781713,1.024639,0.2062834,Right,0.214339,0.9938537,0.1941026
6,Left,-0.193388,0.6310774,0.1574846,Right,0.199577,0.6462417,0.1586322
7,Left,-0.1929699,0.9537075,0.2130822,Right,0.2231543,0.9237562,0.19167
8,Left,-0.1859789,0.6586155,0.1493377,Right,0.2018371,0.6632739,0.1383909
9,Left,-0.1874751,0.8522813,0.1882069,Right,0.223533,0.821914,0.1667834
10,Left,-0.1839255,0.6485984,0.1317024,Right,0.1968072,0.6606289,0.1297661
blendRateL,0.25,blendRateR,0
1,Left,-0.1766068,1.045932,0.1811346,Right,0.2228525,1.051849,0.1651562
2,Left,-0.1878561,0.6273071,0.09958974,Right,0.176059,0.6381029,0.09413862
3,Left,-0.1769626,0.8285649,0.1876236,Right,0.2109055,0.8198154,0.165279
4,Left,-0.1882044,0.6859008,0.1396788,Right,0.2085028,0.6928163,0.1308376
5,Left,-0.1618839,0.9170722,0.1942765,Right,0.2169206,0.8918397,0.1809396
6,Left,-0.1749572,0.6325184,0.1407477,Right,0.1848774,0.6585778,0.1341181
7,Left,-0.1778982,0.9424787,0.2088343,Right,0.199233,0.9276427,0.198751
8,Left,-0.1860462,0.5624347,0.09597942,Right,0.1793337,0.568657,0.09319663
9,Left,-0.1773268,0.9471112,0.2192045,Right,0.2312326,0.9587177,0.1964915
10,Left,-0.1891329,0.6198149,0.1224557,Right,0.1873254,0.6290697,0.1232828
blendRateL,0.5,blendRateR,0
1,Left,-0.1968785,0.869725,0.1686748,Right,0.1943043,0.8552197,0.1672741
