inaba

inaba

blendRateL,0,blendRateR,0
1,Left,-0.1616828,0.4498641,0.2664567,Right,0.142131,0.4506493,0.2892831
2,Left,-0.1399308,1.004454,0.2676197,Right,0.1756609,0.9066969,0.3017657
3,Left,-0.2243751,0.5873189,0.3006456,Right,0.2269721,0.5462105,0.3056998
4,Left,-0.2038779,0.5416751,0.2975257,Right,0.2016105,0.5205662,0.3018264
5,Left,-0.2155297,0.5816245,0.3266606,Right,0.2303315,0.5323261,0.3102967
blendRateL,0,blendRateR,0
1,Left,-0.2152305,0.4599063,0.1415439,Right,0.09409532,0.4676709,0.2087797
2,Left,-0.2272581,1.016595,0.1778328,Right,0.1485979,0.9765124,0.234502
3,Left,-0.255684,0.55226,0.175156,Right,0.1596768,0.5200875,0.2393903
4,Left,-0.2617477,0.6790276,0.2273512,Right,0.1697917,0.6235974,0.2657392
5,Left,-0.2544214,0.5473613,0.1922492,Right,0.1718872,0.5167763,0.238996
blendRateL,0.25,blendRateR,0
1,Left,-0.2138732,0.4554069,0.1336851,Right,0.1070808,0.4547522,0.1777247
2,Left,-0.2232421,1.0986,0.1767734,Right,0.1487458,1.10001,0.2120899
3,Left,-0.2327768,0.8683009,0.2429169,Right,0.1323543,0.8286076,0.2840241
4,Left,-0.2328164,0.5801291,0.2142702,Right,0.142281,0.5572547,0.2555844
5,Left,-0.26388,0.6509281,0.2533557,Right,0.1413622,0.6279608,0.2918304
blendRateL,0.5,blendRateR,0
1,Left,-0.1884692,0.4367485,0.1488247,Right,0.0724518,0.4291604,0.1862897
2,Left,-0.2329114,0.9911802,0.244588,Right,0.1311488,0.9811652,0.282257
3,Left,-0.2570435,0.5456452,0.1851682,Right,0.1545111,0.5256412,0.2273046
4,Left,-0.2400851,0.6731869,0.2473693,Right,0.1600616,0.6429455,0.2737305
5,Left,-0.2548877,0.7310271,0.2454554,Right,0.1583446,0.6830997,0.2564822
blendRateL,0.75,blendRateR,0
1,Left,-0.2281608,0.5616239,0.1587164,Right,0.121744,0.5812224,0.2021236
2,Left,-0.2880596,0.8574711,0.2475593,Right,0.1456997,0.8509601,0.2968645
3,Left,-0.2679906,0.5633954,0.190259,Right,0.1448708,0.5293134,0.2332041
4,Left,-0.2588501,0.5192635,0.1620577,Right,0.1419226,0.5271254,0.2216489
5,Left,-0.2497711,0.5084877,0.1623402,Right,0.1439475,0.5142581,0.221567
blendRateL,1,blendRateR,0
1,Left,-0.2184018,0.4671247,0.125626,Right,0.1065824,0.462811,0.1653227
2,Left,-0.2974035,1.054219,0.1989112,Right,0.138295,1.006829,0.2717567
3,Left,-0.2616122,0.5443325,0.1793203,Right,0.1653642,0.5262953,0.2191272
4,Left,-0.2678533,0.5732851,0.1887977,Right,0.1778939,0.5528896,0.2240879
5,Left,-0.2851503,0.541836,0.1874218,Right,0.1750543,0.5099311,0.2339385
blendRateL,0,blendRateR,0.25
1,Left,-0.2443972,0.6608331,0.1844277,Right,0.1193649,0.6924144,0.2266126
2,Left,-0.2766794,0.9248128,0.2298499,Right,0.08573182,0.9260945,0.280028
3,Left,-0.2787535,0.7313954,0.1999102,Right,0.1190339,0.7415445,0.2595888
4,Left,-0.265676,0.6044676,0.2068676,Right,0.1177059,0.5966258,0.2572646
5,Left,-0.2717865,0.6355851,0.2156956,Right,0.1236508,0.597239,0.2670962
blendRateL,0,blendRateR,0.5
1,Left,-0.2637251,0.6779532,0.1572722,Right,0.1177055,0.6909416,0.2160923
2,Left,-0.2694953,0.9805114,0.2375911,Right,0.1095593,0.9683583,0.2740511
3,Left,-0.2845708,0.7764164,0.191168,Right,0.1152191,0.7482256,0.2497399
4,Left,-0.2923173,0.7080204,0.2388744,Right,0.1216272,0.6737175,0.2784183
5,Left,-0.2725518,0.6745813,0.1864486,Right,0.1180436,0.6737891,0.2286733
blendRateL,0,blendRateR,0.75
1,Left,-0.2765581,0.652051,0.139975,Right,0.1339488,0.6647663,0.1981376
2,Left,-0.2663791,0.7745672,0.2179699,Right,0.1084871,0.742119,0.2522116
3,Left,-0.2834209,0.7134451,0.2175012,Right,0.1016028,0.6656562,0.2494179
4,Left,-0.2538251,0.809002,0.2270499,Right,0.1522561,0.7323701,0.2393803
5,Left,-0.2575385,0.7893577,0.2163212,Right,0.1432839,0.7447253,0.2456286
blendRateL,0,blendRateR,1
1,Left,-0.2598347,0.4525754,0.1509355,Right,0.1537162,0.4412012,0.2308459
2,Left,-0.2561591,1.08673,0.2249475,Right,0.08693062,1.07507,0.2513435
3,Left,-0.2657561,0.7074029,0.2292747,Right,0.1519739,0.6458713,0.2461129
4,Left,-0.2528784,0.5556082,0.1724238,Right,0.1057011,0.5482291,0.2159299
5,Left,-0.2786881,0.6074117,0.1899664,Right,0.1824623,0.5533347,0.2239574
